line,class_value
"                   const guint8 *key,",0
                   const guint8 *data),0
  guint8 pw21[21]_ /* 21 bytes place for the needed key */,0
"  memset(pw21, 0, sizeof(pw21))_",0
"  memcpy(pw21, key, 16)_",0
"  memset(response, 0, 24)_",0
"  /* crypt_des_ecb(data, key)*/",0
"  crypt_des_ecb(response, data, pw21, 1)_",0
"  crypt_des_ecb(response + 8, data, pw21 + 7, 1)_",0
"  crypt_des_ecb(response + 16, data, pw21 + 14, 1)_",0
  return 1_,0
"  Generate a challenge response, given an eight byte challenge and",0
  either the NT or the Lan Manager password hash (16 bytes).,0
"ntlmssp_generate_challenge_response(guint8 *response,",0
"                                    const guint8 *passhash,",0
                                    const guint8 *challenge),0
  guint8 pw21[21]_ /* Password hash padded to 21 bytes */,0
"  memset(pw21, 0x0, sizeof(pw21))_",0
"  memcpy(pw21, passhash, 16)_",0
"  crypt_des_ecb(response, challenge, pw21, 1)_",0
"  crypt_des_ecb(response + 8, challenge, pw21 + 7, 1)_",0
"  crypt_des_ecb(response + 16, challenge, pw21 + 14, 1)_",0
"/* Ultra simple ainsi to unicode converter, will only work for ascii password ...*/",0
"str_to_unicode(const char *nt_password, char *nt_password_unicode)",0
  size_t password_len_,0
  size_t i_,0
  password_len = strlen(nt_password)_,0
  if (nt_password_unicode != NULL) {,0
    for (i=0_ i<(password_len)_ i++) {,0
      nt_password_unicode[i*2]=nt_password[i]_,0
      nt_password_unicode[i*2+1]=0_,0
    nt_password_unicode[2*password_len]='\0'_,0
/* This function generate the Key Exchange Key,0
 * Depending on the flags this key will either be used to crypt the exported session key,0
 * or will be used directly as exported session key.,0
 * Exported session key is the key that will be used for sealing and signing communication*/,0
"get_keyexchange_key(unsigned char keyexchangekey[NTLMSSP_KEY_LEN], const unsigned char sessionbasekey[NTLMSSP_KEY_LEN], const unsigned char lm_challenge_response[24], int flags)",0
  guint8 basekey[NTLMSSP_KEY_LEN]_,0
  guint8 zeros[24]_,0
"  memset(keyexchangekey, 0, NTLMSSP_KEY_LEN)_",0
"  memset(basekey, 0, NTLMSSP_KEY_LEN)_",0
  /* sessionbasekey is either derived from lm_password_hash or from nt_password_hash depending on the key type negotiated */,0
"  memcpy(basekey, sessionbasekey, 8)_",0
"  memset(basekey, 0xBD, 8)_",0
  if (flags&NTLMSSP_NEGOTIATE_LM_KEY) {,0
"    /*data, key*/",0
"    crypt_des_ecb(keyexchangekey, lm_challenge_response, basekey, 1)_",0
"    crypt_des_ecb(keyexchangekey+8, lm_challenge_response, basekey+7, 1)_",0
  else {,0
    if (flags&NTLMSSP_REQUEST_NON_NT_SESSION) {,0
      /*People from samba tends to use the same function in this case than in the previous one but with 0 data,0
       * it's not clear that it produce the good result,0
"       * memcpy(keyexchangekey, lm_hash, 8)_",0
       * Let's trust samba implementation it mights seem weird but they are more often rights than the spec !,0
       */,0
"      memset(zeros, 0, 24)_",0
"      crypt_des_ecb(keyexchangekey, zeros, basekey, 3)_",0
"      crypt_des_ecb(keyexchangekey+8, zeros, basekey+7, 1)_",0
      /* it is stated page 65 of NTLM SSP spec that sessionbasekey should be encrypted with hmac_md5 using the concact of both challenge,0
       * when it's NTLM v1 + extended security but it turns out to be wrong !,0
"      memcpy(keyexchangekey, sessionbasekey, NTLMSSP_KEY_LEN)_",0
#if defined(HAVE_HEIMDAL_KERBEROS) || defined(HAVE_MIT_KERBEROS),0
"get_md4pass_list(md4_pass** p_pass_list, const char* nt_password)",0
  guint32        nb_pass = 0_,0
  enc_key_t     *ek_,0
  unsigned char  nt_password_hash[NTLMSSP_KEY_LEN]_,0
  char           nt_password_unicode[256]_,0
  md4_pass*      pass_list_,0
  int            i_,0
  *p_pass_list = NULL_,0
  if (!krb_decrypt) {,0
  read_keytab_file_from_preferences()_,0
  for (ek=enc_key_list_ ek_ ek=ek->next) {,0
    if (ek->keylength == NTLMSSP_KEY_LEN) {,0
      nb_pass++_,0
"  memset(nt_password_unicode, 0, sizeof(nt_password_unicode))_",0
"  memset(nt_password_hash, 0, NTLMSSP_KEY_LEN)_",0
  if ((nt_password[0] != '\0') && (strlen(nt_password) < 129)) {,0
    int password_len_,0
    nb_pass++_,0
    password_len = (int)strlen(nt_password)_,0
"    str_to_unicode(nt_password, nt_password_unicode)_",0
"    gcry_md_hash_buffer(GCRY_MD_MD4, nt_password_hash, nt_password_unicode, password_len*2)_",0
  if (nb_pass == 0) {,0
    /* Unable to calculate the session key without a password or if password is more than 128 char ......*/,0
  i = 0_,0
"  *p_pass_list = (md4_pass *)wmem_alloc(wmem_packet_scope(), nb_pass*sizeof(md4_pass))_",0
  pass_list = *p_pass_list_,0
"  if (memcmp(nt_password_hash, gbl_zeros, NTLMSSP_KEY_LEN) != 0) {",0
"    memcpy(pass_list[i].md4, nt_password_hash, NTLMSSP_KEY_LEN)_",0
    i = 1_,0
"      memcpy(pass_list[i].md4, ek->keyvalue, NTLMSSP_KEY_LEN)_",0
      i++_,0
  return nb_pass_,0
/* Create an NTLMSSP version 2 key,0
"create_ntlmssp_v2_key(const char *nt_password _U_, const guint8 *serverchallenge , const guint8 *clientchallenge ,",0
"                      guint8 *sessionkey , const  guint8 *encryptedsessionkey , int flags ,",0
"                      const ntlmssp_blob *ntlm_response, const ntlmssp_blob *lm_response _U_, ntlmssp_header_t *ntlmssph)",0
"/* static const would be nicer, but -Werror=vla does not like it */",0
#define DOMAIN_NAME_BUF_SIZE 512,0
#define USER_BUF_SIZE 256,0
#define BUF_SIZE (DOMAIN_NAME_BUF_SIZE + USER_BUF_SIZE),0
  char              domain_name_unicode[DOMAIN_NAME_BUF_SIZE]_,0
  char              user_uppercase[USER_BUF_SIZE]_,0
  char              buf[BUF_SIZE]_,0
  /*guint8 md4[NTLMSSP_KEY_LEN]_*/,0
  unsigned char     nt_password_hash[NTLMSSP_KEY_LEN]_,0
  unsigned char     nt_proof[NTLMSSP_KEY_LEN]_,0
  unsigned char     ntowf[NTLMSSP_KEY_LEN]_,0
  guint8            sessionbasekey[NTLMSSP_KEY_LEN]_,0
  guint8            keyexchangekey[NTLMSSP_KEY_LEN]_,0
  guint8            lm_challenge_response[24]_,0
  guint32           i_,0
  guint32           j_,0
  gcry_cipher_hd_t  rc4_handle_,0
  size_t            user_len_,0
  size_t            domain_len_,0
  md4_pass         *pass_list = NULL_,0
  guint32           nb_pass = 0_,0
  gboolean          found = FALSE_,0
"  /* We are going to try password encrypted in keytab as well, it's an idea of Stefan Metzmacher <metze@samba.org>",0
   * The idea is to be able to test all the key of domain in once and to be able to decode the NTLM dialogs */,0
"  memset(sessionkey, 0, NTLMSSP_KEY_LEN)_",0
"  nb_pass = get_md4pass_list(&pass_list, nt_password)_",0
"  memset(user_uppercase, 0, USER_BUF_SIZE)_",0
  user_len = strlen(ntlmssph->acct_name)_,0
  if (user_len < USER_BUF_SIZE / 2) {,0
"    memset(buf, 0, BUF_SIZE)_",0
"    str_to_unicode(ntlmssph->acct_name, buf)_",0
    for (j = 0_ j < (2*user_len)_ j++) {,0
      if (buf[j] != '\0') {,0
        user_uppercase[j] = g_ascii_toupper(buf[j])_,0
"    /* Unable to calculate the session not enough space in buffer, note this is unlikely to happen but ......*/",0
  domain_len = strlen(ntlmssph->domain_name)_,0
  if (domain_len < DOMAIN_NAME_BUF_SIZE / 2) {,0
"    str_to_unicode(ntlmssph->domain_name, domain_name_unicode)_",0
  while (i < nb_pass) {,0
    #ifdef DEBUG_NTLMSSP,0
"    fprintf(stderr, ""Turn %d, "", i)_",0
    #endif,0
"    memcpy(nt_password_hash, pass_list[i].md4, NTLMSSP_KEY_LEN)_",0
"    printnbyte(nt_password_hash, NTLMSSP_KEY_LEN, ""Current NT password hash: "", ""\n"")_",0
    i++_,0
    /* ntowf computation */,0
"    memcpy(buf, user_uppercase, user_len*2)_",0
"    memcpy(buf+user_len*2, domain_name_unicode, domain_len*2)_",0
"    md5_hmac(buf, domain_len*2+user_len*2, nt_password_hash, NTLMSSP_KEY_LEN, ntowf)_",0
"    printnbyte(ntowf, NTLMSSP_KEY_LEN, ""NTOWF: "", ""\n"")_",0
    /* LM response */,0
"    memcpy(buf, serverchallenge, 8)_",0
"    memcpy(buf+8, clientchallenge, 8)_",0
"    md5_hmac(buf, NTLMSSP_KEY_LEN, ntowf, NTLMSSP_KEY_LEN, lm_challenge_response)_",0
"    memcpy(lm_challenge_response+NTLMSSP_KEY_LEN, clientchallenge, 8)_",0
"    printnbyte(lm_challenge_response, 24, ""LM Response: "", ""\n"")_",0
    /* NT proof = First NTLMSSP_KEY_LEN bytes of NT response */,0
"    memcpy(buf+8, ntlm_response->contents+NTLMSSP_KEY_LEN, MIN(BUF_SIZE - 8, ntlm_response->length-NTLMSSP_KEY_LEN))_",0
"    md5_hmac(buf, ntlm_response->length-8, ntowf, NTLMSSP_KEY_LEN, nt_proof)_",0
"    printnbyte(nt_proof, NTLMSSP_KEY_LEN, ""NT proof: "", ""\n"")_",0
"    if (!memcmp(nt_proof, ntlm_response->contents, NTLMSSP_KEY_LEN)) {",0
      found = TRUE_,0
      break_,0
  if (!found) {,0
"  md5_hmac(nt_proof, NTLMSSP_KEY_LEN, ntowf, NTLMSSP_KEY_LEN, sessionbasekey)_",0
"  get_keyexchange_key(keyexchangekey, sessionbasekey, lm_challenge_response, flags)_",0
  /* now decrypt session key if needed and setup sessionkey for decrypting further communications */,0
  if (flags & NTLMSSP_NEGOTIATE_KEY_EXCH),0
"    memcpy(sessionkey, encryptedsessionkey, NTLMSSP_KEY_LEN)_",0
"    if (gcry_cipher_open (&rc4_handle, GCRY_CIPHER_ARCFOUR, GCRY_CIPHER_MODE_STREAM, 0)) {",0
"    if (gcry_cipher_setkey(rc4_handle, keyexchangekey, NTLMSSP_KEY_LEN)) {",0
"    if (gcry_cipher_encrypt(rc4_handle, sessionkey, NTLMSSP_KEY_LEN, NULL, 0)) {",0
    gcry_cipher_close(rc4_handle)_,0
"    memcpy(sessionkey, keyexchangekey, NTLMSSP_KEY_LEN)_",0
"  memcpy(ntlmssph->session_key, sessionkey, NTLMSSP_KEY_LEN)_",0
 /* Create an NTLMSSP version 1 key,0
 * That is more complicated logic and methods and user challenge as well.,0
" * password points to the ANSI password to encrypt, challenge points to",0
 * the 8 octet challenge string,0
"create_ntlmssp_v1_key(const char *nt_password, const guint8 *serverchallenge, const guint8 *clientchallenge,",0
"                      guint8 *sessionkey, const  guint8 *encryptedsessionkey, int flags,",0
"                      const guint8 *ref_nt_challenge_response, const guint8 *ref_lm_challenge_response,",0
                      ntlmssp_header_t *ntlmssph),0
  unsigned char     lm_password_upper[NTLMSSP_KEY_LEN]_,0
  unsigned char     lm_password_hash[NTLMSSP_KEY_LEN]_,0
  unsigned char     challenges_hash[NTLMSSP_KEY_LEN]_,0
  unsigned char     challenges_hash_first8[8]_,0
  unsigned char     challenges[NTLMSSP_KEY_LEN]_,0
  guint8            md4[NTLMSSP_KEY_LEN]_,0
  guint8            nb_pass   = 0_,0
  guint8            nt_challenge_response[24]_,0
  md5_state_t       md5state_,0
  char              nt_password_unicode[256]_,0
  size_t            password_len_,0
  unsigned int      i_,0
  gboolean          found     = FALSE_,0
  static const unsigned char lmhash_key[] =,0
"    {0x4b, 0x47, 0x53, 0x21, 0x40, 0x23, 0x24, 0x25}_",0
"  memset(lm_password_upper, 0, sizeof(lm_password_upper))_",0
  /* lm auth/lm session == (!NTLM_NEGOTIATE_NT_ONLY && NTLMSSP_NEGOTIATE_LM_KEY) || ! (EXTENDED_SECURITY) || ! NTLMSSP_NEGOTIATE_NTLM*/,0
  /* Create a Lan Manager hash of the input password */,0
  if (nt_password[0] != '\0') {,0
    password_len = strlen(nt_password)_,0
    /*Do not forget to free nt_password_nt*/,0
    /* Truncate password if too long */,0
    if (password_len > NTLMSSP_KEY_LEN),0
      password_len = NTLMSSP_KEY_LEN_,0
    for (i = 0_ i < password_len_ i++) {,0
      lm_password_upper[i] = g_ascii_toupper(nt_password[i])_,0
    /* Unable to calculate the session key without a password ... and we will not use one for a keytab*/,0
    if (!(flags & NTLMSSP_NEGOTIATE_EXTENDED_SECURITY)) {,0
  if ((flags & NTLMSSP_NEGOTIATE_LM_KEY && !(flags & NTLMSSP_NEGOTIATE_NT_ONLY)) || !(flags & NTLMSSP_NEGOTIATE_EXTENDED_SECURITY)  || !(flags & NTLMSSP_NEGOTIATE_NTLM)) {,0
"    crypt_des_ecb(lm_password_hash, lmhash_key, lm_password_upper, 1)_",0
"    crypt_des_ecb(lm_password_hash+8, lmhash_key, lm_password_upper+7, 1)_",0
"    ntlmssp_generate_challenge_response(lm_challenge_response,",0
"                                        lm_password_hash, serverchallenge)_",0
"    memcpy(sessionbasekey, lm_password_hash, NTLMSSP_KEY_LEN)_",0
"    memset(lm_challenge_response, 0, 24)_",0
    if (flags & NTLMSSP_NEGOTIATE_EXTENDED_SECURITY) {,0
"      nb_pass = get_md4pass_list(&pass_list, nt_password)_",0
      i = 0_,0
      while (i < nb_pass) {,0
"        /*fprintf(stderr, ""Turn %d, "", i)_*/",0
"        memcpy(nt_password_hash, pass_list[i].md4, NTLMSSP_KEY_LEN)_",0
"        /*printnbyte(nt_password_hash, NTLMSSP_KEY_LEN, ""Current NT password hash: "", ""\n"")_*/",0
        i++_,0
        if(clientchallenge){,0
"          memcpy(lm_challenge_response, clientchallenge, 8)_",0
        md5_init(&md5state)_,0
"        md5_append(&md5state, serverchallenge, 8)_",0
"        md5_append(&md5state, clientchallenge, 8)_",0
"        md5_finish(&md5state, challenges_hash)_",0
"        memcpy(challenges_hash_first8, challenges_hash, 8)_",0
"        crypt_des_ecb_long(nt_challenge_response, nt_password_hash, challenges_hash_first8)_",0
"        if (ref_nt_challenge_response && !memcmp(ref_nt_challenge_response, nt_challenge_response, 24)) {",0
          found = TRUE_,0
"      crypt_des_ecb_long(nt_challenge_response, nt_password_hash, serverchallenge)_",0
      if (flags & NTLMSSP_NEGOTIATE_NT_ONLY) {,0
"        memcpy(lm_challenge_response, nt_challenge_response, 24)_",0
      else {,0
"        crypt_des_ecb_long(lm_challenge_response, lm_password_hash, serverchallenge)_",0
      if (ref_nt_challenge_response &&,0
"          !memcmp(ref_nt_challenge_response, nt_challenge_response, 24) &&",0
          ref_lm_challenge_response &&,0
"          !memcmp(ref_lm_challenge_response, lm_challenge_response, 24))",0
    /* So it's clearly not like this that's put into NTLMSSP doc but after some digging into samba code I'm quite confident,0
     * that sessionbasekey should be based md4(nt_password_hash) only in the case of some NT auth,0
     * Otherwise it should be lm_password_hash ...*/,0
"    gcry_md_hash_buffer(GCRY_MD_MD4, md4, nt_password_hash, NTLMSSP_KEY_LEN)_",0
"      memcpy(challenges, serverchallenge, 8)_",0
      if(clientchallenge){,0
"        memcpy(challenges+8, clientchallenge, 8)_",0
"      /*md5_hmac(text, text_len, key, key_len, digest)_*/",0
"      md5_hmac(challenges, NTLMSSP_KEY_LEN, md4, NTLMSSP_KEY_LEN, sessionbasekey)_",0
"     memcpy(sessionbasekey, md4, NTLMSSP_KEY_LEN)_",0
"  /*printnbyte(nt_challenge_response, 24, ""NT challenge response"", ""\n"")_",0
"  printnbyte(lm_challenge_response, 24, ""LM challenge response"", ""\n"")_*/",0
    if(encryptedsessionkey){,0
"      memcpy(sessionkey, encryptedsessionkey, NTLMSSP_KEY_LEN)_",0
"get_siging_key(guint8 *sign_key_server, guint8* sign_key_client, const guint8 key[NTLMSSP_KEY_LEN], int keylen)",0
  md5_state_t md5state_,0
  md5_state_t md5state2_,0
"  memset(sign_key_client, 0, NTLMSSP_KEY_LEN)_",0
"  memset(sign_key_server, 0, NTLMSSP_KEY_LEN)_",0
  md5_init(&md5state)_,0
"  md5_append(&md5state, key, keylen)_",0
"  md5_append(&md5state, CLIENT_SIGN_TEXT, strlen(CLIENT_SIGN_TEXT)+1)_",0
"  md5_finish(&md5state, sign_key_client)_",0
  md5_init(&md5state2)_,0
"  md5_append(&md5state2, key, keylen)_",0
"  md5_append(&md5state2, SERVER_SIGN_TEXT, strlen(SERVER_SIGN_TEXT)+1)_",0
"  md5_finish(&md5state2, sign_key_server)_",0
/* We return either a 128 or 64 bit key,0
"get_sealing_rc4key(const guint8 exportedsessionkey[NTLMSSP_KEY_LEN] , const int flags , int *keylen ,",0
"                   guint8 *clientsealkey , guint8 *serversealkey)",0
"  memset(clientsealkey, 0, NTLMSSP_KEY_LEN)_",0
"  memset(serversealkey, 0, NTLMSSP_KEY_LEN)_",0
"  memcpy(clientsealkey, exportedsessionkey, NTLMSSP_KEY_LEN)_",0
  if (flags & NTLMSSP_NEGOTIATE_EXTENDED_SECURITY),0
    if (flags & NTLMSSP_NEGOTIATE_128),0
      /* The exportedsessionkey has already the good length just update the length*/,0
      *keylen = 16_,0
      if (flags & NTLMSSP_NEGOTIATE_56),0
"        memset(clientsealkey+7, 0, 9)_",0
        *keylen = 7_,0
      else,0
"        memset(clientsealkey+5, 0, 11)_",0
        *keylen = 5_,0
"    memcpy(serversealkey, clientsealkey, NTLMSSP_KEY_LEN)_",0
    md5_init(&md5state)_,0
"    md5_append(&md5state, clientsealkey,*keylen)_",0
"    md5_append(&md5state, CLIENT_SEAL_TEXT, strlen(CLIENT_SEAL_TEXT)+1)_",0
"    md5_finish(&md5state, clientsealkey)_",0
    md5_init(&md5state2)_,0
"    md5_append(&md5state2, serversealkey,*keylen)_",0
"    md5_append(&md5state2, SERVER_SEAL_TEXT, strlen(SERVER_SEAL_TEXT)+1)_",0
"    md5_finish(&md5state2, serversealkey)_",0
      *keylen = 8_,0
        clientsealkey[5]=0xe5_,0
        clientsealkey[6]=0x38_,0
        clientsealkey[7]=0xb0_,0
"    memcpy(serversealkey, clientsealkey,*keylen)_",0
/* Create an NTLMSSP version 1 key.,0
" * the 8 octet challenge string, key128 will do a 128 bit key if set to 1,",0
 * otherwise it will do a 40 bit key.  The result is stored in,0
 * sspkey (expected to be NTLMSSP_KEY_LEN octets),0
/* dissect a string - header area contains:,0
     two byte len,0
     two byte maxlen,0
     four byte offset of string in data area,0
"  The function returns the offset at the end of the string header,",0
  but the 'end' parameter returns the offset of the end of the string itself,0
  The 'start' parameter returns the offset of the beginning of the string,0
"  If there's no string, just use the offset of the end of the tvb as start/end.",0
"dissect_ntlmssp_string (tvbuff_t *tvb, int offset,",0
"                        proto_tree *ntlmssp_tree,",0
"                        gboolean unicode_strings,",0
"                        int string_hf, int *start, int *end,",0
                        const char **stringp),0
  proto_tree *tree          = NULL_,0
  proto_item *tf            = NULL_,0
"  gint16      string_length = tvb_get_letohs(tvb, offset)_",0
"  gint16      string_maxlen = tvb_get_letohs(tvb, offset+2)_",0
"  gint32      string_offset = tvb_get_letohl(tvb, offset+4)_",0
  const char *string_text   = NULL_,0
  int         result_length_,0
  guint16     bc_,0
  *start = (string_offset > offset+8 ? string_offset : (signed)tvb_reported_length(tvb))_,0
  if (0 == string_length) {,0
    *end = *start_,0
    if (ntlmssp_tree),0
"      proto_tree_add_string(ntlmssp_tree, string_hf, tvb,",0
"                            offset, 8, ""NULL"")_",0
    if (stringp != NULL),0
"      *stringp = """"_",0
    return offset+8_,0
  bc = result_length = string_length_,0
"  string_text = get_unicode_or_ascii_string(tvb, &string_offset,",0
"                                            unicode_strings, &result_length,",0
"                                            FALSE, TRUE, &bc)_",0
  if (stringp != NULL) {,0
"    if (!string_text) string_text = """"_ /* Make sure we don't blow up later */",0
    *stringp = string_text_,0
